1,2
2,1
3,3
4,3
5,2
6,1
7,3
8,2
9,3
10,0
11,2
12,1
13,1
14,3
15,2
16,0
17,0
18,2
19,3
20,3
21,1
22,0
23,2
24,1
25,3
26,2
27,0
28,3
29,1
30,2
31,0
32,1
33,2
34,0
35,1
36,3
37,2
38,2
39,3
40,1
41,0
42,2
43,0
44,1
45,3
46,0
47,3
48,1
49,2
50,1
51,2
52,3
53,2
54,1
55,0
56,3
57,1
58,3
59,1
60,0
61,2
62,3
63,3
